,Date,Actual,Predict,ProbAboveZero,Std
0,2018-01-04,-0.0013460157932518868,-0.0052809459215075955,0.28201641677877554,0.009154612312481514
1,2018-01-05,-0.0013481934208161572,-0.004529708176950364,0.29992764256321625,0.008634452245909344
2,2018-01-09,-0.0012675418741512345,-0.005201282148605951,0.2903273456053389,0.009415300861662894
3,2018-01-10,-0.0012675418741512345,-0.004198938858422242,0.32676136891961516,0.00935438732706335
4,2018-01-11,-0.018600053913199858,-0.00586440202146346,0.26288682638531646,0.009242982536501236
5,2018-01-12,-0.015300153001530094,-0.004993019654924587,0.2932370268253599,0.009179143833063617
6,2018-01-16,-0.017670393076090973,-0.00775003422818857,0.19585916180124174,0.009048436616633309
7,2018-01-17,-0.013870002719608364,-0.005314852879200291,0.284136315333958,0.009314542191228337
8,2018-01-18,-0.00027467496795463564,-0.0019700618193235625,0.42499915528987897,0.010416961496323164
9,2018-01-19,-9.139932364488068e-05,-0.005953140715277877,0.28751947893768104,0.010618361373343006
10,2018-01-22,0.001193098384728364,-0.004856142077882629,0.3294003778755916,0.010997458002540313
11,2018-01-23,0.001193098384728364,-0.004150705563005366,0.35400371679039866,0.011082334424695257
12,2018-01-24,0.007170435741864266,-0.003211775974239375,0.3875473823048513,0.01124110303183152
13,2018-01-25,0.0012821686967670054,-0.005512281360350701,0.292966274375142,0.010119110557552559
14,2018-01-26,-0.006032906764168233,-0.0015639607136775488,0.43955037556469256,0.01028182365730122
15,2018-01-29,-0.0039416995141626785,-0.005895161798626649,0.32296350020549014,0.01283153089558132
16,2018-01-30,-0.0039416995141626785,-0.015174915629085397,0.15578243807820824,0.014995807164890355
17,2018-01-31,-0.015881708652793036,-0.013356511102590302,0.14123266438770732,0.012427000552454461
18,2018-02-01,-0.021220159151193574,-0.0020938589246641214,0.43044880147950704,0.01194908982959584
19,2018-02-02,-0.024002207099503407,-0.012716465097196202,0.1659380020136283,0.013105136047475808
20,2018-02-05,-0.004544611389352582,-0.0010747281698370327,0.46544086912152494,0.012390864924923417
21,2018-02-06,-0.004544611389352582,0.00023599586215470995,0.5076297042618966,0.012339008761381021
22,2018-02-07,-0.004544611389352582,-0.0014938891093531316,0.4524730675692755,0.012510003896716757
23,2018-02-08,0.007195589197271258,0.005901857986384636,0.6775956423111809,0.012802686335542926
24,2018-02-09,0.005841892019221807,0.006982925168422826,0.6995354446485996,0.013350017479540247
25,2018-02-13,5.421010862427522e-20,-0.005284685411549483,0.3263005513853806,0.011739789277650065
26,2018-02-14,5.421010862427522e-20,-0.006781617559752351,0.279352727794403,0.011597158914141098
27,2018-02-15,-0.010205975134533252,-0.007502374723070635,0.26151701772801483,0.011746770285983739
28,2018-02-16,-0.00477751756440281,-0.0006439730693877247,0.4791244279120851,0.012301017804110425
29,2018-02-20,-0.006826896100252555,-0.002144363297151884,0.423005499765325,0.01104143402140096
30,2018-02-21,-0.011180471443212547,-0.002252205264614321,0.4174275799642141,0.010803043866688431
31,2018-02-22,-0.005718035245594444,-0.003926658885825615,0.3573609275690428,0.01074260881136736
32,2018-02-23,-9.412650602402817e-05,-0.006962083680119904,0.26439766897295147,0.011053628256402017
33,2018-02-26,0.002071563088512196,-0.0020053866227892443,0.42932155684051776,0.011259784263646887
34,2018-02-27,0.002071563088512196,-0.00045822285490357116,0.4836215330555935,0.011158132374077123
35,2018-02-28,0.004240082917177146,-0.0034703986514159043,0.3761728202522264,0.010998006830820908
36,2018-03-01,0.0023569341001226096,-9.565516501025995e-05,0.4965744340626954,0.011139887954106224
37,2018-03-02,0.0010354890332298081,-0.003365979586856523,0.37386990646839424,0.01046567019197066
38,2018-03-05,-0.003006953580154126,-0.004419009300261769,0.3309387571223955,0.010104693393913879
39,2018-03-06,-0.003006953580154126,-0.005736890230868471,0.28502383458826375,0.01010049148209301
40,2018-03-07,-0.00046913116907487673,-0.005556353837323162,0.2895542953630539,0.010017092914512884
41,2018-03-08,-0.0025395033860045046,-0.007074696935986547,0.2474602375338535,0.010365799426343887
42,2018-03-09,-0.009968027082941531,-0.009368326751049982,0.17660124092170015,0.010090879730841986
43,2018-03-12,-0.006503298774740762,-0.005289359144450723,0.31429114307075645,0.010934680269130883
44,2018-03-13,-0.006503298774740762,-0.00674843676405047,0.2648882479188658,0.010739980070829524
45,2018-03-14,-0.011170562282925013,-0.0059174831068483655,0.28475824048219334,0.010404114447612762
46,2018-03-15,0.01092325227963542,-0.007437155734620859,0.23322679714874228,0.010212206587888809
47,2018-03-16,0.01092325227963542,-0.011133679569560564,0.1393448196505358,0.010277865821396172
48,2018-03-19,0.004553647661512228,-0.004285489716150562,0.34002067947178105,0.010391416527463917
49,2018-03-20,0.004553647661512228,-0.006958004306560143,0.24732718120550112,0.010188536588343606
50,2018-03-22,-0.0006551240056152929,-0.0019971571912815516,0.4236780450177372,0.010375222548296403
51,2018-03-23,0.00902001315418577,-0.008015125643184885,0.20547005055542655,0.00974791051032388
52,2018-03-26,0.008310510907545421,-0.012279581702459007,0.10726779014298649,0.009893394265730524
53,2018-03-27,0.008310510907545421,-0.011662474847021894,0.12059255730778018,0.009950664569624013
54,2018-03-28,0.005534190038458009,-0.012635490864035107,0.09960009806045067,0.009842000704416064
55,2018-03-29,9.365049634757478e-05,-0.007901860336864786,0.20721198052732592,0.009682071995529815
56,2018-04-02,0.0032780743654585716,-0.0064577258059799756,0.24784026602819598,0.009478509551015616
57,2018-04-03,0.0032780743654585716,-0.0049181911443092995,0.3017170449074362,0.009467737430849141
58,2018-04-04,-0.001865671641791078,0.0007961133077364557,0.5328459580932134,0.00965853971845472
59,2018-04-05,0.0041202359771514985,-0.0031225521767264627,0.36839246594828734,0.009290159146121805
60,2018-04-06,0.00037268238144050347,-0.005699761450409721,0.2664563718080839,0.009140592684941804
61,2018-04-09,0.014843166542195531,-0.0025644328712032534,0.3897505264768574,0.009159692887721355
62,2018-04-10,0.014843166542195531,-0.0062583879862598765,0.24388701344957386,0.009019752896077256
63,2018-04-11,0.01700934579439251,-0.00018857967422382878,0.4915498296047319,0.008902397909977353
64,2018-04-12,0.020516646460878588,-0.0035250242007197697,0.3409744177955121,0.008601706409589344
65,2018-04-13,0.0179752258545216,-0.0044641478081169205,0.2991162099556909,0.008471767600122476
66,2018-04-16,0.0057952350289762755,-0.0042660756879748215,0.3284183281874423,0.00960211839574676
67,2018-04-17,0.0057952350289762755,-0.004318405740755528,0.32711107284943974,0.009641354521108645
68,2018-04-18,0.009557066715677243,-0.0058402073885371235,0.27398889870305876,0.009720829590745238
69,2018-04-19,0.003746687380060231,-0.0007198210739034088,0.4701238265272011,0.009602915363168311
70,2018-04-20,-0.001006404391582838,0.001730877256400701,0.5765268542272515,0.008967523857861124
71,2018-04-23,-0.006644820680866581,-0.0014347119881687328,0.4360587509585784,0.008912948622755277
72,2018-04-24,-0.006644820680866581,0.0034121485644867736,0.648333860538796,0.008959859679763375
73,2018-04-25,-0.006644820680866581,0.004149443785252164,0.6764689327087903,0.009062942120441191
74,2018-04-26,-0.0009104151493081192,0.0007421874820077476,0.5336806504022722,0.008780643164124496
75,2018-04-27,0.005225043542029351,0.0008317858266823348,0.537622248177846,0.008807072629104087
76,2018-05-01,0.005225043542029351,0.0024333380822614834,0.607945715173144,0.008881806058250728
77,2018-05-02,0.011179327407678796,0.0034513043198621898,0.6521417439246878,0.008824400497890194
78,2018-05-07,0.012675542586175537,0.00014359862250630756,0.5067686858436158,0.008463210524375226
79,2018-05-08,0.012675542586175537,0.0018750567190486248,0.5868918343591027,0.008540189300840611
80,2018-05-09,0.004984141368373551,-2.728440918677369e-05,0.49880865055784007,0.009136604137208645
81,2018-05-10,-0.0028985507246377384,0.0009267271118647406,0.540977415906285,0.009006406526472317
82,2018-05-11,-0.013631849778820928,-0.0012578589637824093,0.44369894732404336,0.00888333787050773
83,2018-05-14,-0.014678072940117025,0.0005634977160614222,0.5255448313829969,0.008794316497198508
84,2018-05-15,-0.014678072940117025,0.0018654154830265637,0.583575137138233,0.008838816089530839
85,2018-05-16,-0.019206492335437364,0.0022056624749281334,0.6007324262396165,0.008641409989725337
86,2018-05-17,-0.010628633720930257,0.004893373840346806,0.6993855393703212,0.009362906188050201
87,2018-05-18,-0.004027091341753719,0.0074391970874644366,0.7774205814657065,0.009743408086175352
