,Date,Actual,Predict,ProbAboveZero,Std
0,2018-01-04,-0.024312220089571342,0.006106935506762132,0.6169308656773888,0.02053234779147947
1,2018-01-05,-0.015564560692576834,0.0008845368917785221,0.516833849324327,0.020956253419211986
2,2018-01-09,-0.013329656186799044,0.006121000862979519,0.6101293332886314,0.02188759711640331
3,2018-01-10,-0.022987453063467275,0.009674876233658019,0.7003738822815762,0.018411637540774614
4,2018-01-11,-0.02888482632541145,-0.0015776452454753908,0.46645051962776896,0.018737892948168154
5,2018-01-12,-0.04011981483162385,-0.004748203495775387,0.40170459992472507,0.019073885144174886
6,2018-01-16,-0.03130704636728743,-0.0028420743776735712,0.44873764775375435,0.022057006096598754
7,2018-01-17,-0.029817982255556656,-0.003373065784687612,0.4369592459823479,0.021256605895779105
8,2018-01-18,-0.02308258230641891,-0.0031871044255292443,0.4483435436533857,0.024544982441262353
9,2018-01-19,-0.018198529411764697,-0.0020872699905663417,0.4635430636821102,0.022808814173228945
10,2018-01-22,-0.011500649230198447,-0.0051734283481586815,0.40228301141876943,0.020907623948076763
11,2018-01-23,-0.011500649230198447,-0.005563275457405936,0.3942930836780576,0.02074711037424295
12,2018-01-24,-0.0064479955144379755,-0.012410749270064513,0.28388631174290135,0.021722370651504473
13,2018-01-25,0.001978705361349365,-0.013152897080789401,0.2963772246854187,0.024591806693648664
14,2018-01-26,-0.0018830618585820025,-0.014169863397748561,0.2734281326963226,0.023519319653853003
15,2018-01-29,-0.00745364762880829,-0.023664959107929272,0.11804537297392592,0.019973554059205877
16,2018-01-30,-0.00745364762880829,-0.023161337252785977,0.12149626617627807,0.01983773190045072
17,2018-01-31,-0.016051215438857014,-0.022766146597074818,0.11601274510909709,0.019048657706058552
18,2018-02-01,-0.013770491803278717,-0.014506390315384188,0.23385429854025253,0.019975410982544402
19,2018-02-02,-0.020114136027692076,-0.015020583350625276,0.2394837731503029,0.021216588760329627
20,2018-02-05,-0.014214906948471053,-0.016215035535943317,0.20293219599005352,0.019508138367003512
21,2018-02-06,-0.018540948476660768,-0.025666256577524554,0.07408811126021386,0.017749788799619522
22,2018-02-07,0.001593550806149091,-0.024932027182581255,0.07989063253858397,0.017735020928543448
23,2018-02-08,0.001788403614457979,-0.020473317073129264,0.14143125667600365,0.019064256300947525
24,2018-02-09,0.005011820330969252,-0.016802080917787877,0.20487309062068082,0.020382455288000367
25,2018-02-13,0.004522755111655563,-0.020695809823263536,0.13348316692252826,0.01864359938401825
26,2018-02-14,0.0066936928443481775,-0.017899547195184162,0.1762786616537626,0.01925427075700629
27,2018-02-15,0.010919702532241391,-0.010441925895337217,0.29841014570449687,0.01973978869342652
28,2018-02-16,0.0010297697060477336,-0.011047109046179966,0.2742705168749142,0.018413450797539362
29,2018-02-20,0.005817226496528382,-0.01957465305883032,0.1188395265889649,0.01657733946287159
30,2018-02-21,0.00442061700526719,-0.0226637611874834,0.08724186832093572,0.016689849674973792
31,2018-02-22,0.009309761143502016,-0.022222810842323183,0.10816675235621376,0.017974726649279526
32,2018-02-23,0.012640316951231021,-0.021630477173986508,0.11411064684160899,0.017951297742954175
33,2018-02-26,0.009613572101790924,-0.03609737048963663,0.012353997628869795,0.016072293382919493
34,2018-02-27,0.004411902750399045,-0.02614786173147081,0.027493498137468486,0.013625924117803419
35,2018-02-28,0.019851823708206817,-0.021492976470977115,0.09511773686274605,0.016408319770993836
36,2018-03-01,0.019851823708206817,-0.02145115730792764,0.09558658739075943,0.016411053328674884
37,2018-03-02,0.02787855642543446,-0.013897758924000362,0.21413720092238042,0.017544397558136988
38,2018-03-05,0.031306327672896206,-0.011217170521789974,0.24878715831695786,0.016536905740875355
