0,1,2,3,4,5,6
0.0074810694573697045,-0.0044850603272199585,0.1528,0.1151,0.0010089968889261947,0.067006,-0.963540383594553
-0.0077929481482170715,-0.006056546569837118,0.1599,0.1214,-0.0036116243910634394,0.0695,-0.9606540940428142
0.000693145119857741,-0.0043643798914193566,0.165,0.1191,0.004459402608329777,0.06425,-0.9776263871799298
-0.016453779005133562,-0.0012353522518706583,0.1742,0.1147,0.0020102186112740394,0.066,-1.0139921236214342
-0.029705532028671766,0.003870722111764424,0.1754,0.1087,0.01217975640487201,0.065,-1.0489839159420031
-0.002023217266503674,0.014910868192748783,0.1706,0.1015,0.014330270589226979,0.0655,-1.0335227631758386
-0.0020484088139012258,0.01401448895624302,0.1688,0.1074,0.010722063997319564,0.0675,-1.0403764298911666
0.018825550099159427,0.011146057885994987,0.1703,0.1059,0.008693471537239983,0.068,-1.0888055009424322
0.031640017887929694,0.0017839208332455225,0.1705,0.1085,0.005975103734439768,0.0645,-1.0715696424890182
0.014857820919375708,-0.0001607570960279192,0.1677,0.104,0.0075625363583478045,0.0635,-1.0974442408638538
0.012449796396497126,-0.0054307940701600055,0.1726,0.1077,0.010213401976251646,0.06525,-1.0536218883979147
0.011981425912340526,-0.0027306376143586553,0.1669,0.1034,0.008121995690369754,0.0645,-1.0664974280273427
0.014254389141058033,0.006647467531559981,0.1674,0.0989,0.004309273224496479,0.06725,-1.0588916709557805
0.005029667381078573,-0.001731668501160133,0.1664,0.1122,0.0003299785513941611,0.077,-1.1262464791126965
0.0064406219599271175,-0.005816148199930038,0.1606,0.1113,0.0024744308808974935,0.0705,-1.0882556655414004
0.002656079080909368,-0.001644459436667356,0.1632,0.1145,0.0006575702778235382,0.071,-1.0763661835766105
0.004688495379000068,0.0005812365632811289,0.1607,0.1096,-8.220979940809503e-05,0.07225,-1.0634232136814417
-0.007081576933182676,-0.0013123815211127932,0.1615,0.1042,-0.004043237890915097,0.075,-1.0254635763473552
0.003505495953214366,0.01547861507128312,0.1625,0.1031,-0.003628566716147197,0.0804,-0.995903550939214
0.007185197047629099,0.018429453374397164,0.1587,0.1008,-0.0032910975810432896,0.07425,-1.004295184116684
-0.007192712727655648,0.018562317861215538,0.1677,0.1055,-0.011499917857729525,0.0765,-0.9935311511698594
-0.004764385063855681,0.013423664282414816,0.1592,0.1065,-0.012579133437474299,0.078,-0.9409037993069058
-0.005240625837723445,0.008190566247636033,0.1483,0.1032,-0.0001657000828499955,0.075,-0.9529797871571305
-0.01295813236679133,0.001639072160670496,0.15,0.1044,0.0017381228273465332,0.07625,-0.9655960191951851
-0.002438008310200357,-0.007132056973605305,0.1445,0.111,0.004705299653293693,0.075,-1.0200907951604268
0.0123278983113555,-0.002582872928176827,0.1505,0.1034,0.008909242298084985,0.0695,-1.026540052027435
0.026619909879067594,0.003641329085116052,0.1565,0.1023,0.0009943652635067135,0.0735,-0.9751042056749301
0.034971849034956204,0.00586890928047179,0.1513,0.1022,-0.014541849128315354,0.07825,-0.9533093585142733
0.021213037002844493,0.012155264731652293,0.1446,0.1002,-0.01873305398077385,0.07675,-0.9636293837033091
0.018027460850270405,0.010676747953969556,0.1553,0.1024,-0.009408269373607281,0.072,-0.9623120633517136
0.011820823669361102,-0.000295165464267666,0.1543,0.1018,0.019367820910539235,0.066,-1.0440710980565384
0.017496986123581415,-0.002988581557360037,0.1588,0.1058,0.01381562421502136,0.068,-1.0209882755904094
0.015343289805123561,-0.0042321062973190715,0.158,0.1115,0.009200401472064135,0.072,-1.00791144641598
0.010078532280290098,-0.041543351967554654,0.158,0.1831,-0.017412313588269668,0.085505,-0.9925605822017876
-0.017254863868619852,-0.0348579543505555,0.2024,0.1542,-0.01967917975855793,0.083,-0.9487280273391785
-0.036185741841393226,-0.03653579422952802,0.1903,0.1582,-0.03257114657015947,0.085,-0.9368790432281806
-0.053357575864203644,-0.04411551898786514,0.2034,0.1861,-0.03534852989758841,0.08475,-0.8775709336997941
-0.08636122830469894,-0.05192565096800028,0.2587,0.1963,-0.042516161113873685,0.097,-0.9010424021376384
-0.0703877279811389,-0.0025946363220493707,0.2358,0.1596,-0.01136170934373415,0.0915,-0.8909833493994331
-0.047687700379229425,-0.010555721414253316,0.2289,0.1524,-0.021086369770580315,0.09125,-0.8870576915405693
-0.02080956781759069,-0.0009122201871476499,0.2271,0.1429,-0.0037408603978914545,0.09125,-0.8918747783890429
-0.003129876820268107,0.011303589322144925,0.2125,0.1409,0.013184931506849296,0.08275,-0.946273057684391
0.03906563114963424,0.023636945827147482,0.2097,0.1399,0.019129230502899608,0.086005,-0.9700414361263503
